Symbol,Name,InstrumentToken,ISIN
TRANSPEK,TRANSPEK INDUSTRY,903937,INE687A01016
TRANSRAILL,TRANSRAIL LIGHTING,7350785,INE454P01035
TRAVELFOOD,TRAVEL FOOD SERVICES,193931521,INE103V01028
TREEHOUSE,TREE HOUSE EDU,6420993,INE040M01013
TREJHARA,TREJHARA SOLUTIONS,1924609,INE00CA01015
TREL,TRANSINDIA REAL ESTATE L,4555521,INE0O3901029
TRENT,TRENT,502785,INE849A01020
TRF,TRF,4604673,INE391D01019
TRIDENT,TRIDENT,2479361,INE064C01022
TRIGYN,TRIGYN TECHNOLOGIES,1389569,INE948A01012
TRITURBINE,TRIVENI TURBINE,6549505,INE152M01016
TRIVENI,TRIVENI ENGG. & INDS.,3348737,INE256C01024
TRU,TRUCAP FINANCE,2400769,INE615R01029
TRUALT,TRUALT BIOENERGY,194357761,INE0MWH01014
TSFINV,TSF INVESTMENTS,558849,INE202Z01029
TTKHLTCARE,TTK HEALTHCARE,2910465,INE910C01018
TTKPRESTIG,TTK PRESTIGE,907777,INE690A01028
TTL,T T,3664385,INE592B01024
TTML,TATA TELESERV(MAHARASTRA),2292225,INE517B01013
TVSELECT,TVS ELECTRONICS,2883841,INE236G01019
TVSHLTD,TVS HOLDINGS,7426049,INE105A01035
TVSMOTOR,TVS MOTOR COMPANY ,2170625,INE494B01023
TVSSCS,TVS SUPPLY CHAIN SOL L,4646657,INE395N01027
TVSSRICHAK,TVS SRICHAKRA,3646721,INE421C01016
TVTODAY,TV TODAY NETWORK,2886401,INE038F01029
TVVISION,TV VISION,4737025,INE871L01013
TWCGLDINAV,WEALTH - TWCGLDINAV,7832577,
TWCGOLDETF,THE WEALTH COMPANY GOLD ETF,194683393,INF2F0001370
UBL,UNITED BREWERIES,4278529,INE686F01025
UCAL,UCAL,913921,INE139B01016
UCOBANK,UCO BANK,2873089,INE691A01018
UDS,UPDATER SERVICES,4892929,INE851I01011
UEL,UJAAS ENERGY,6017793,INE899L01030
UFBL,UNITED FOODBRANDS,800513,INE382M01027
UFLEX,UFLEX,269569,INE516A01017
UFO,UFO MOVIEZ INDIA,2313985,INE527H01019
UGARSUGAR,THE UGAR SUGAR WORKS,5011969,INE071E01023
UGROCAP,UGRO CAPITAL,1360129,INE583D01011
UJJIVANSFB,UJJIVAN SMALL FINANC BANK,3898369,INE551W01018
ULTRACEMCO,ULTRATECH CEMENT,2952193,INE481G01011
ULTRAMAR,ULTRAMARINE & PIGMENTS L,195318017,INE405A01021
UMIYA-MRO,UMIYA BUILDCON,2303489,INE398B01018
UNGOLDINAV,UNIONAMC - UNGOLDINAV,7600641,
UNICHEMLAB,UNICHEM LABORATORIES,916225,INE351A01035
UNIECOM,UNICOMMERCE ESOLUTIONS L,6351105,INE00U401027
UNIENTER,UNIPHOS ENTERPRISES,2891009,INE037A01022
UNIMECH,UNIMECH AEROSPACE N MFG L,7413761,INE0U3I01011
UNIONBANK,UNION BANK OF INDIA,2752769,INE692A01016
UNIONGOLD,UNION GOLD ETF,7599873,INF582M01KS4
UNIPARTS,UNIPARTS INDIA,3342593,INE244O01017
UNITDSPR,UNITED SPIRITS,2674433,INE854D01024
UNITECH,UNITECH,920065,INE694A01020
UNITEDTEA,UNITED NILGIRI TEA,4607745,INE458F01011
UNIVASTU,UNIVASTU INDIA,4858113,INE562X01013
UNIVCABLES,UNIVERSAL CABLES,923393,INE279A01012
UNOMINDA,UNO MINDA,3623425,INE405E01023
UPL,UPL,2889473,INE628A01036
URAVIDEF,URAVI DEFENCE &TECH,4370177,INE568Z01015
URBANCO,URBAN COMPANY,194325505,INE0CAZ01013
URJA,URJA GLOBAL,5171969,INE550C01020
USHAMART,USHA MARTIN,2263041,INE228A01035
USK,UDAYSHIVAKUMAR INFRA,3806977,INE0N0Y01013
UTIAMC,UTI ASSET MNGMT CO,134913,INE094J01016
UTIBANINAV,UTIBANKETF INAV,2603777,
UTINEXINAV,UTINEXT50 INAV,2604033,
UTINIFINAV,UTINIFTETF INAV,2604289,
UTISENINAV,UTISENSETF INAV,2604801,
UTISXNINAV,UTISXN50 INAV,2606593,
UTKARSHBNK,UTKARSH SMALL FIN BANK L,4443649,INE735W01017
UTLSOLAR,FUJIYAMA POWER SYSTEMS L,194528257,INE12UR01024
UTTAMSUGAR,UTTAM SUGAR MILLS,3424257,INE786F01031
UYFINCORP,U. Y. FINCORP,6560257,INE152C01025
V2RETAIL,V2 RETAIL,3780097,INE945H01021
VADILALIND,VADILAL INDUSTRIES,6194177,INE694D01016
VAIBHAVGBL,VAIBHAV GLOBAL,2909185,INE884A01027
VAKRANGEE,VAKRANGEE,3415553,INE051B01021
VAL30IETF,ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF,6617857,INF109KC16X5
VAL30IINAV,ICICIPRAMC - VAL30IINAV,6618625,
VALUE,MIRAEAMC - VALUE,194946817,INF769K01QV2
VALUEINAV,MIRAEAMC - VALUEINAV,7836929,
VARDHACRLC,VARDHAMAN ACRYLICS,2872321,INE116G01013
VARDMNPOLY,VARDHMAN POLYTEX,933377,INE835A01029
VARROC,VARROC ENGINEERING,987393,INE665L01035
VASWANI,VASWANI IND,6487041,INE590L01019
VBL,VARUN BEVERAGES,4843777,INE200M01039
VCL,VAXTEX COTFAB,2309121,INE098201036
VEDL,VEDANTA,784129,INE205A01025
VEEDOL,VEEDOL CORPORATION,3588865,INE484C01030
VELJAN,VELJAN DENISON,195319297,INE232E01013
VENKEYS,VENKY S (INDIA),961793,INE398A01010
VENTIVE,VENTIVE HOSPITALITY,7384833,INE781S01027
VENUSPIPES,VENUS PIPES & TUBES,2455553,INE0JA001018
VERANDA,VERANDA LEARNING SOL,2275841,INE0IQ001011
VESUVIUS,VESUVIUS INDIA,941057,INE386A01023
VGL,VARVEE GLOBAL,3525377,INE273D01027
VGUARD,V-GUARD IND,3932673,INE951I01027
VHL,VARDHMAN HOLDINGS,3044353,INE701A01023
VIDHIING,VIDHI SPCLTY F INGRDNTS L,3465217,INE632C01026
VIDYAWIRES,VIDYA WIRES,194617345,INE14UN01029
VIJAYA,VIJAYA DIAGNOSTIC CEN,1429761,INE043W01024
VIKASECO,VIKAS ECOTECH,6593537,INE806A01020
VIKASLIFE,VIKAS LIFECARE,2542337,INE161L01027
VIKRAMSOLR,VIKRAM SOLAR,194419969,INE078V01014
VIKRAN,VIKRAN ENGINEERING,194297089,INE01R501028
VIMTALABS,VIMTA LABS,3353857,INE579C01029
VINATIORGA,VINATI ORGANICS,4445185,INE410B01037
VINCOFE,VINTAGE COFFEE N BVRGS L,6613761,INE498Q01014
VINDHYATEL,VINDHYA TELELINKS,945665,INE707A01012
VINNY,VINNY OVERSEAS,3197441,INE01KI01027
VINYLINDIA,VINYL CHEMICALS (I),4306177,INE250B01029
VIPIND,VIP INDUSTRIES,947969,INE054A01027
VIPULLTD,VIPUL,2156545,INE946H01037
VIRINCHI,VIRINCHI,3915521,INE539B01017
VISAKAIND,VISAKA INDUSTRIES,1080577,INE392A01021
VISHNU,VISHNU CHEMICALS,1768449,INE270I01022
VISHWARAJ,VISHWARAJ SUGAR IND,3507713,INE430N01022
VIVIDHA,VISAGAR POLYTEX,7648513,INE370E01029
VIYASH,VIYASH SCIENTIFIC,3659777,INE807F01027
VLSFINANCE,VLS FINANCE,951041,INE709A01018
VMART,VMART RETAIL,7496705,INE665J01013
VMM,VISHAL MEGA MART,7160065,INE01EA01019
VOLTAMP,VOLTAMP TRANSFORMERS,3475713,INE540H01012
VOLTAS,VOLTAS,951809,INE226A01021
VRAJ,VRAJ IRON AND STEEL,6226177,INE0S2V01010
VRLLOG,VRL LOGISTICS,2226177,INE366I01010
VSSL,VARDHMAN SPC STEEL,6929153,INE050M01012
VSTIND,VST INDUSTRIES,953345,INE710A01016
VSTL,VIBHOR STEEL TUBES,5818881,INE0QTF01015
VSTTILLERS,VST TILLERS TRACTORS,6218753,INE764D01017
VTL,VARDHMAN TEXTILES,530689,INE825A01020
WAAREEENER,WAAREE ENERGIES,6632193,INE377N01017
WAAREEINDO,INDOSOLAR,5108481,INE866K01023
WAAREERTL,WAAREE RENEWABLE TECH,193545729,INE299N01021
WABAG,VA TECH WABAG,5168129,INE956G01038
WAKEFIT,WAKEFIT INNOVATIONS,194626305,INE0E7301029
WALCHANNAG,WALCHANDNAGAR INDUSTRIES,956417,INE711A01022
WANBURY,WANBURY,3600129,INE107F01022
WCIL,WESTERN CARRIERS (IND) L,6503169,INE0CJF01024
WEALTH,WEALTH FRST PORT. MG.,492289,INE658T01017
WEBELSOLAR,WEBSOL ENERGY SYSTEM,3738113,INE855C01023
WEIZMANIND,WEIZMANN,959489,INE080A01014
WEL,WONDER ELECTRICALS,2005761,INE02WG01024
WELCORP,WELSPUN CORP,3026177,INE191B01025
WELENT,WELSPUN ENTERPRISES,2976257,INE625G01013
WELSPLSOL,WELSPUN SPECIALTY SOL L,195320577,INE731F01037
WELSPUNLIV,WELSPUN LIVING,2880769,INE192B01031
WENDT,WENDT (INDIA),1084161,INE274C01019
WESTLIFE,WESTLIFE FOODWORLD,2964481,INE274F01020
WEWORK,WEWORK INDIA MANAGEMENT L,194415105,INE085001019
WHEELS,WHEELS INDIA,964097,INE715A01015
WHIRLPOOL,WHIRLPOOL OF INDIA,4610817,INE716A01013
WILLAMAGOR,WILLIAMSON MAGOR,965633,INE210A01017
WINDLAS,WINDLAS BIOTECH,1373697,INE0H5O01029
WINDMACHIN,WINDSOR MACHINES,6392065,INE052A01021
WIPL,THE WESTERN INDIA PLY,5243137,INE215F01023
WIPRO,WIPRO,969473,INE075A01022
WOCKPHARMA,WOCKHARDT,1921537,INE049B01025
WONDERLA,WONDERLA HOLIDAYS,768513,INE066O01014
WORTHPERI,WORTH PERIPHERALS,5702913,INE196Y01018
WPIL,W P I L,195322369,INE765D01022
WSI,W.S.INDUSTRIES (I),3795969,INE100D01014
WSTCSTPAPR,WEST COAST PAPER MILLS LT,972545,INE976A01021
XCHANGING,XCHANGING SOLUTIONS,2996481,INE692G01013
XELPMOC,XELPMOC DESIGN & TECH,2170113,INE01P501012
XPROINDIA,XPRO INDIA,2920193,INE445C01015
XTGLOBAL,XTGLOBAL INFOTECH,6460161,INE547B01028
YASHO,YASHO INDUSTRIES,4641537,INE616Z01012
YATHARTH,YATHARTH HOSP & TRA C S L,4540929,INE0JO301016
YATRA,YATRA ONLINE,4802561,INE0JR601024
YESBANK,YES BANK,3050241,INE528G01035
YUKEN,YUKEN INDIA,1408257,INE384C01016
ZAGGLE,ZAGGLE PREPA OCEAN SER L,4763649,INE07K301024
ZEEL,ZEE ENTERTAINMENT ENT,975873,INE256A01028
ZEEMEDIA,ZEE MEDIA CORPORATION,3584769,INE966H01019
ZENITHEXPO,ZENITH EXPORTS,1069057,INE058B01018
ZENITHSTL,ZENITH STEEL PIP IND,3727873,INE318D01020
ZENSARTECH,ZENSAR TECHNOLOGIES ,275457,INE520A01027
ZENTEC,ZEN TECHNOLOGIES,1922049,INE251B01027
ZFCVINDIA,ZF COM VE CTR SYS IND,4330241,INE342J01019
ZFSTEERING,Z F STEERING GEAR (I),1082625,INE116C01012
ZODIACLOTH,ZODIAC CLOTHING CO.,978177,INE206B01013
ZOTA,ZOTA HEALTH CARE,2916865,INE358U01012
ZSARACOM,SARASWATI COMM (INDIA) L,195324161,INE967G01019
ZUARI,ZUARI AGRO CHEMICALS,7436801,INE840M01016
ZUARIIND,ZUARI INDUSTRIES,979713,INE217A01012
ZYDUSLIFE,ZYDUS LIFESCIENCES,2029825,INE010B01027
ZYDUSWELL,ZYDUS WELLNESS,4514561,INE768C01028
